Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Popularity,Track Features,Lyrics
World on Fire,Nate Smith,68,"contemporary country, modern country pop",NATE SMITH (DELUXE),0.78,"{'danceability': 0.461, 'energy': 0.887, 'key': 11, 'loudness': -4.871, 'mode': 0, 'speechiness': 0.0429, 'acousticness': 0.000219, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.411, 'tempo': 95.964, 'type': 'audio_features', 'id': '5ya0TmUQw2wHMkq36rPsnd', 'uri': 'spotify:track:5ya0TmUQw2wHMkq36rPsnd', 'track_href': 'https://api.spotify.com/v1/tracks/5ya0TmUQw2wHMkq36rPsnd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ya0TmUQw2wHMkq36rPsnd', 'duration_ms': 189987, 'time_signature': 4}","
 Girl  called quits 
 right 
 coulda left town 
 said goodbye 

  
 ruined love 
 Ripped heart right chest 
 Girl  like ai left 

  
 set world fire 
 Yeah  long gone 
 watching flames higher 
 
 got ta let burn  burn  burn 
 Girl  turn  turn  turn 
 set world fire 
 set world fire 

  
 hit corner bar 
 ride roads 
 know way place 
 smoke 
 Nate Smith LiveGet tickets low  51You like 
 Piled memory 
 Yeah  took good bad 
 strike match 

  
 set world fire 
 Yeah  long gone 
 watching flames higher 
 
 got ta let burn  burn  burn 
 Girl  turn  turn  turn 
 set world fire 
 set world fire 

  
 Ai left 
 old town 
 Guess ashes ground 
  watch burn  burn  burn 
 Ai hold right 
 set 

  
 set world fire 
 Yeah  long gone 
 watching flames higher 
 
 got ta let burn  burn  burn 
 Girl  turn  turn  turn 
 set world fire 
 set world fire 
  
 set world fire 
 set world fire 
 set world fire 
 set world fireEmbed"
Surround Sound (feat. 21 Savage & Baby Tate),JID,78,"hip hop, pop rap, rap, underground hip hop",The Forever Story (Extended Version),0.9,"{'danceability': 0.575, 'energy': 0.56, 'key': 5, 'loudness': -7.302, 'mode': 1, 'speechiness': 0.478, 'acousticness': 0.173, 'instrumentalness': 0, 'liveness': 0.257, 'valence': 0.471, 'tempo': 75.956, 'type': 'audio_features', 'id': '1udwFobQ1JoOdWPQrp2b6u', 'uri': 'spotify:track:1udwFobQ1JoOdWPQrp2b6u', 'track_href': 'https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u', 'duration_ms': 229938, 'time_signature': 4}","
 Cordae  Chronicles  feat  HER  Lil Durk  
 FKA twigs  jealousy  feat  rema  
 Kane Brown  Whiskey Sour 
 Chris Brown  Iffy 
 Avril Lavigne Love Hate  feat  blackbear  
 Oliver Tree  Cowboys Cry 
 YoungBoy Broke  Foolish Figure 
 NLE Choppa  Hot  feat  Moneybagg Yo  
 Mitski  Love 
 Aluna  Forget 
 Stromae  Lenfer 
 Lil Wayne  Anti  Hero  feat  Lil Tecca  
 Tai Verdes  dAy EaRTh 
 Peter McPoland  String Lights 
 Lumineers  
 Kota thе Friend  Bitter 
 Murda Beatz  Onе Shot  feat  Blxst  Wale  
 King Princess  Little Bother  feat  Fousheé  
 Muse  Wo Stand 
 Bastille  Shut Lights 
 Anson Seabra  Come Close 
 Charlieonnafriday  
 Tyla Yaweh  Wrong  feat  Trippie Redd  PnB Rock  
 JID  Surround Sound  feat  21 Savage  Baby Tate  
 Joey Bada  REV3NGE 
 Mau y Ricky  Puede Ser 
 Years  Years  Sooner Later 
 Cautious Clay  Rapture Blue 
 Oscar Scheller  Hard Alive  feat  Chloe Moriondo  
 Earl Sweatshirt  Lye 
 Ant Clemons  Come 
 Jason Aldean  Trouble Heartbreak 
 Brett Eldredge  Want 
 John K  LOT 
 Hippo Campus  Ride Die 
 Sebastian Yatra  Regresé 
 Russ  Remember 
 Saba  Come Way  feat  Krayzie Bone  
 EARTHGANG  Eyes 
 BEAM  WIN 
 Vaultboy  think wanna text u 
 Sofia Carson  LOUD 
 Haley Joelle  Memory Lane 
 Bonobo  Age Phase 
 Lucius  Normal 
 Eddie Vedder  Brother Cloud 
 Thomas Rhett  Angels 
 Conner Smith  Small Town 
 CNCO  Party  Humo y Alcohol 
 Bob Moses  Love Brand New 
 ENHYPEN  Blessed  Cursed 
 Stephanie Poetri  Picture 
 Barrie  Quarry 
 Cavetown  squares 
 Yot Club  Easy 
 Jacques Greene  Taurus 
 Babyface Ray  Dancing Devil 
 Popp Hunna  
 Token  Boom  ft  JID  
 AZ  Motorola Era 
 Stand Atlantic  pity party  feat  Royal  Serpent  
 Valley  Birthday 
 Ai Bendr  Learn 
 BAYNK  Naked 
 Frank Walker  Day Day 
 Kojey Radical  Payback  feat  Knucks  
 Johan Lenox  Gets  feat  RMR  
 BUZZ  Liberation 
 Niko Rubio  Hold 
 Hailey Whitters  Ai 
 Danielle Bradbery  Break Heart 
 Wombats  Car Drives 
 LAUNDRY DAY  Sleep Night  
 Simps  Tesla 
 Yeule  Dead Inside 
 Knocks  Walking Water 
 SIDEPIECE  Sextacy 
 Erica Banks  Best 
 KDVSGOLIATH  BANTER 
 Wintr  Consequences 
 Matisyahu  Coming  feat  Salt Cathedral  
 Amanda Reifer  Bag 
 Abby Roberts  Paramaniac 
 Natalie Jane  Kind Love 
 Current  Wildfire 
 Skillet  Destiny 
 Elvis Costello  Boy Named 
 Henry Jamison   feat  Maisie Peters  
 Aldous Harding  Lawn 
 Lael  stay mad 
 Dexter  Different 
 HAZEY  Packs Potions 
 Keedron Bryant  Passing 
 Wisin  Buenos Días 
 Tenille Townes  Gon na Happen 
 Ben Kessler  AprilYou likeEmbed"
soak city (do it),310babii,65,,soak city (do it),0.76,"{'danceability': 0.836, 'energy': 0.409, 'key': 9, 'loudness': -14.189, 'mode': 1, 'speechiness': 0.188, 'acousticness': 0.258, 'instrumentalness': 4.92e-06, 'liveness': 0.242, 'valence': 0.233, 'tempo': 101.931, 'type': 'audio_features', 'id': '5C8h9PY9oTneqJihbn10NB', 'uri': 'spotify:track:5C8h9PY9oTneqJihbn10NB', 'track_href': 'https://api.spotify.com/v1/tracks/5C8h9PY9oTneqJihbn10NB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5C8h9PY9oTneqJihbn10NB', 'duration_ms': 122321, 'time_signature': 4}","
  know going Soak City  USA  
  makin  splash  Knott Soak City  USA  

  
 bad bitch  fuck  Fuck  
 Freak bitch  touch toes like   Like huh   
 said summertime  tryna fun  lit  
 freak  shit  run  runnin   

  
 summertime  shit  hoes fuckin   
 Finna lil  bitch  yeah  nigga ai nothin 
 Fuck pound town  tryna Soak City 
 bitch turnt  said  
 Like   Okay  let 
 Shit  fucked program 
 beat wall  dick  nasty cam 
 know fuck right  night  Alright 
 Turn lights  beatin  likе Mike 
 Tell run pipе 
 Let fuck   head  shake somethin 
 bitch goin dumb  chains 
 Got goin crazy  legs shakin   watch 
 Told got ta fuck  rules 
 like 
 Left  right  let 
 Left   right  
 Left   right  
 Left   right  
 Left   right  
 Left   right  
 Fuck  stupid  fuck 
 Fuck  fuck  fuck   head 
 Fuck  Left  right  
 Left  right  left  right  left  right  fuck 

  
 Bitch soakin  wet  yeah  wet  Soak City 
 Watched fuck  fuck  360 
 Like baow  hear system gettin  fucked 
 Like huh   slut 
 slut  beat  Baow  
 dropped ass  watch pick  Like baow  
 hell talkin   fuck 
 took bitch Soak City  yeah  love fuck 

  
 bad bitch  fuck  Fuck  
 Freak bitch  touch toes like   Like huh   
 said summertime  tryna fun  lit  
 freak  shit  run  runnin   
  
  Soak City  USA   new waterpark Knott  
  Come inEmbed"
Get In With Me,BossMan Dlow,65,,Get In With Me,0.76,"{'danceability': 0.612, 'energy': 0.649, 'key': 1, 'loudness': -5.553, 'mode': 0, 'speechiness': 0.384, 'acousticness': 0.133, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.219, 'tempo': 158.9, 'type': 'audio_features', 'id': '4iEoDBAgMJIzest7VsDgmT', 'uri': 'spotify:track:4iEoDBAgMJIzest7VsDgmT', 'track_href': 'https://api.spotify.com/v1/tracks/4iEoDBAgMJIzest7VsDgmT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iEoDBAgMJIzest7VsDgmT', 'duration_ms': 120793, 'time_signature': 4}","
 Big Za 
 Yeah 
 Gram 
  Dxnte  snapped  
 Uh  uh 

  
 bad fuck school      tryna dodge   sentence 
 walked Lanvin store    pair shoes    Nigga  
 wanna boss life  got ta  Come  baby  
 pay club  know walkin  ticket 
 presidential leavin  club  ai stoppin  lights  Yoom  
 wanna boss  got ta pay price  Facts  
 Left wrist frost  look like bag ice  Bling  
 drivin  Bentley Bentayga like love life  Skrrt  

  
 thing shiftin  lane  switchin   Yoom  
 Bitch  Big Za  stand straight business  Big Za  
 Uh  dunkin  niggas  ass like Blake Griffin  Rrr  
 talkin   bro gon  leave face missing  Brrt  
 Bae   White  ai Huarache  Huarache  baby  
 Bad bitch  fiftieth floor  eatin  hibachi  Come  baby  
 got missed calls  bitches mad 
 Valet park  designer district  goin straight Gallery 
 Juggs fiendin   yep  Yep  
 Phone ringin   yep  Brrt  
 Niggas hatin   yep  Nigga  
 Jewelry blingin   yep  Bling  
 Juggs fiendin   yep  Brrt  
 Phone ringin   yep  Yep  
 Niggas hatin   yep  Nigga  
 Jewelry blingin   yep  Bling  
 like 
 bad fuck school  tryna dodge sentence 
 walked Lanvin store  pair shoes    Nigga  
 wanna boss life  got ta  Come  baby  
 pay club  know walkin  ticket 
 presidential leavin  club  ai stoppin  lights  Yoom  
 wanna boss  got ta pay price  Facts  
 Left wrist frost  look like bag ice  Bling  
 drivin  Bentley Bentayga like love life  SkrrtEmbed"
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",The Idol Episode 4 (Music from the HBO Original Series),0.93,"{'danceability': 0.522, 'energy': 0.641, 'key': 8, 'loudness': -6.287, 'mode': 1, 'speechiness': 0.0318, 'acousticness': 0.0545, 'instrumentalness': 0, 'liveness': 0.162, 'valence': 0.202, 'tempo': 87.51, 'type': 'audio_features', 'id': '7CyPwkp0oE8Ro9Dd5CUDjW', 'uri': 'spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW', 'track_href': 'https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW', 'duration_ms': 244685, 'time_signature': 4}","1 ContributorNew Music Friday 062323 LyricsPeso Pluma  Junior H  LUNA 
 Young Thug  Oh U Went  feat  Drake  
 Ice Spice  Nicki Minaj  Barbie World  Aqua  
 Bizarrap  Rauw Alejandro  Bzrp Music Sessions  Vol  56 
 Weeknd  JENNIE  Lily  Rose Depp  Girls 
 Coi Leray  David Guetta  Day 
 Lyrical Lemonade  Juice WRLD  Cordae  Doomsday 
 Anitta  Funk Rave 
 Kelly Clarkson  rock hudson 
 Kim Petras  King Hearts 
 Lil Tjay  June 22nd 
 Chris Brown  Summer Hot 
 Dominic Fike  Mama Boy 
 Rauw Alejandro  Bizarrap  BABY HELLO 
 Chainsmokers  ILLENIUM  Carlie Hanson  
 Faye Webster  Kiss 
 Hozier  Unknown  Nth 
 Old Dominion  Horses 
 Gwen Stefani  True Babe 
 Bakar  Alive  
 Portugal  Man  Grim Generation 
 Mac Miller  Star Room  OG Version  
 DESTIN CONRAD  Day  
 Stormzy  Toxic Trait 
 Oliver Tree  Bounce 
 Maisie Peters  Run 
 Jake Owen  Loose Cannon 
 Beck  Odyssey 
 Carly Rae Jepsen  Shy Boy 
 JP Saxe  Ends  feat  Lizzy McAlpine Tiny Habits  
 Nessa Barrett  lie 
 Demi Lovato  SWINE 
 Key Glock  Presidential Rolex 
 Finesse2tymes  Shiesty  feat  Kali  Sexyy Red  
 Loud Luxury   feat  Bebe Rexha  
 Diplo  
 Brad Paisley  Summers 
 Tai Verdes  Sandman 
 Moses Sumney  B4 
 Slowdive  kisses 
 X Ambassadors  Medium Build  Friend Life 
 King Von  Robberies 
 Joyner Lucas  Broski 
 Marshmello  Tiago PZK  Como Yo 
 Tiësto  Drifting 
 Madeon  Gon na Good 
 Madison Rose  True Colors 
 Lyn Lapid  alternative 
 Sean Leon  GLADE 
 binki  Freakin 
 Wallice  Prepaid Wireless 
 Corinne Bailey Rae  New York Transit Queen 
 Ashley Cooke  mean girl 
 M Ward  young die 
 Shania Twain  
 Chris Renzema  Faith   
 Palace  Wanted 
 Lennon Stella  Time Time  Spotify Singles 
 Äyanna  Girlfriend 
 Victony  Darling 
 XXXTENTACION  Human 
 Danny Towers  DJ Scheme  Kreepin  feat  Denzel Curry  
 Duki  Jhayco  RoCKSTAR 20 
 NCT DREAM  Broken Melodies 
 Valley  Natural 
 Geese  
 CS Armstrong  SOUL SURVIVOR 
 Byron Messia  Hate Byron 
 Timmy Trumpet  Alle Farben  Good Morning  feat   
 venbee  die young 
 Boyish  King Princess  Kill Pain 
 Bishop Briggs  Reborn 
 Justin Vernon  hazelton 
 Michael Ray  Spirits Demons  Meghan Patrick  
 Bridge Music  FIND WAY 
 Maria Becerra  CORAZÓN VACÍO 
 Jason Mraz  Feel Good 
 Teddy Swims  Lose Control 
 Militarie Gun  Fucked 
 Rowdy Rebel  Fetty Luciano  Fivio Foreign  Posture 
 Big Freedia  El Niño  feat  Lil Wayne  Boyfriend  
 Galantis  BANG BANG   Neurodivergent Anthem  
 Stefflon Don  
 Rylo Rodriguez  Thang  feat  Cap  
 BLP KOSHER  Special K 
 Curtis Waters  PETTY  feat  TiaCorine  
 Cody Fry  Waltz Sweatpants 
 Healy  2D 
 Aphex Twin  Blackbox Life Recorder 21f 
 Albert Hammond Jr  Chance 
 REASON  Betta  Jesus Wheel   
 Sada Baby  Ugly Sweater   
 Tyler Cole  Bad Joke 
 Current Joys  Angel  LOVE  POP 
 Ilsey  California 
 Pecos  Rooftops  Says 
 Amy Shark  Shower 
 Babyboy AV  Quick Question  
 Franklin Jonas  Cherub 
 Dr Teeth Electric Mayhem  Rock  Spotify SinglesEmbed"
Breathe,Yeat,85,"pluggnb, rage rap",2093,0.87,"{'danceability': 0.771, 'energy': 0.541, 'key': 11, 'loudness': -13.0, 'mode': 1, 'speechiness': 0.0612, 'acousticness': 0.0275, 'instrumentalness': 0.881, 'liveness': 0.105, 'valence': 0.106, 'tempo': 118.064, 'type': 'audio_features', 'id': '5NAOhPAZ57eFAXr3qatS6i', 'uri': 'spotify:track:5NAOhPAZ57eFAXr3qatS6i', 'track_href': 'https://api.spotify.com/v1/tracks/5NAOhPAZ57eFAXr3qatS6i', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5NAOhPAZ57eFAXr3qatS6i', 'duration_ms': 170847, 'time_signature': 4}","
  Ha  ha  Breathe 
  Ha  ha  Breathe 
  Ha  ha  Breathe 
  Ha  ha  Breathe 

  
 bored  bought jet  billion  Breathe  
 Nah  fuck  bitch  need trillion  Breathe  
 Nah  fuck  bitch  need feel  Breathe  
 damn mad  feel  Breathe  
 wo time  Breathe  
 wo fuck  Breathe  
 fuck  Breathe  
 need chill  need breathe  Breathe  
 ask leave  Breathe  
 Yeah  money deep  Breathe  
 far tell  wanna sound like  Breathe   wanna like 

  
 cut open  doin surgery 
 limelight  em insane 
 Yeah  em insane 
 fuck come  
 Yeah  level  makin  money  billion 
 money taller ceiling  Ha  ha  
 told  lost feeling  Ha  ha  ha  
 Hold breath  til pass  Ha  
 hope die  crash  Woo  
 recommend cash  Yeah  
 Heard went  goin  Yeah  
 know stress 
 care 
 know best 
 like 
 Got em turnin  heads  Ha  ha  
 know asshole  Ha  ha  
 know dip  Ha  ha  
 know lose control  Ha  ha  
 Got system overload  Yeah   Ha  ha  
 fuck  squish like bug  Ha  ha  
 ai fuck fake love  Ha  ha  
 wo shake hand  bitch  need glove  Ha  ha  
 Wash blood hands  need Dove  Ha  ha  
 said fuck love  bitch  need tug  Ha  ha  
 fuck ton money  nun   Ha  ha  
 hit home runs  bitch  boutta bunt  Ha  ha  
 wo breathe  cause fun  Ha  
 Breathe 

  
 bored  bought jet  billion  Breathe  
 Nah  fuck  bitch  need trillion  Breathe  
 Nah  fuck  bitch  need feel  Breathe  
 damn mad  feel  Breathe  
 wo time  Breathe  
 wo fuck  Breathe  
 fuck  Breathe  
 need chill  need breathe  Breathe  
 ask leave  Breathe  
 Yeah  money deep  Breathe  
 far tell  wanna sound like  wanna like  Oh  
  
 cut open  doin surgery  Ha  ha  
 limelight  em insane 
 Yeah  em insane 
 fuck come  
 Yeah  level  makin  money  billion 
 money taller ceiling  Ha  ha  
 told  lost feeling  Ha  ha  
 Hold breath  til pass 
 hope die  crash  Woo  
 recommend cash  Yeah  
 Heard went  goin  Yeah  
 know stress 
 care 
 know best 

  
  Ha  ha  ha  ha  
  Ha  ha  ha  ha  
  Ha  ha  ha  ha  
  Ha  ha  ha  ha8Embed"
You Broke My Heart,Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",For All The Dogs Scary Hours Edition,0.81,"{'danceability': 0.465, 'energy': 0.7, 'key': 10, 'loudness': -5.163, 'mode': 0, 'speechiness': 0.0893, 'acousticness': 0.203, 'instrumentalness': 0, 'liveness': 0.299, 'valence': 0.276, 'tempo': 120.854, 'type': 'audio_features', 'id': '5Se32hEA9raeboZerywxka', 'uri': 'spotify:track:5Se32hEA9raeboZerywxka', 'track_href': 'https://api.spotify.com/v1/tracks/5Se32hEA9raeboZerywxka', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Se32hEA9raeboZerywxka', 'duration_ms': 230709, 'time_signature': 4}","
 Yeah 
 Yeah 
 Oh  baby  
 
 Look 
 Look 

  
 notepad caught bodies 
 Screenshots solved plenty problems 
 Voice notes bagged plenty   hotties 
   talk   like anybody 
 talk   like anybody 
 Man  bitches know somebody 
 lil  baby bad  got Jung body 
 Yeah  yeah  yeah  yeah 
 Bunch feelings shake 
 Disrespect 
 good Drake 
 months long time  fucked somebody  wait 
 broke heart  broke heart 

  
 hurts 
 Yeah 
 believe 
 Yeah 
 Drake LiveGet tickets low  145You like 
 careers shelves like Amazon distribution center help 
 hate lil  broski dirty work   grrah  grrah  grrah 
 tour routell leave lazy nigga dizzy 
 Got tracks hair salon busy 
 Flow days like River Mississippi 
 Freaky nigga like sing Pretty Ricky 
 Huh  Yeah  yeah 
 Got ad  libs Smiggy 
 Nails  trigger finger itchy 
 Clutchin  blicky  shit gettin  tricky 
 People love diss  hear 
 single thing  man  ears like took fam Disney 
 Guess way tell miss 

  
 
 
 Yeah 

  
 broke heart 
 doubts start 
 Pushed edge like Vert 
 Instagram  diggin  dirt 
 wanted smoke 
  gon   
 Yeah  gon  hurt 
 bad boys  sad boys  representin  birth 
 Yeah  bad bout  bout worse 
 swear dead  Mercedes hearse  
  
 Matter fact  everybody bitch scream   Fuck ex  
 Yeah  fuck ex 
 Fuck ex  Fuck ex  
 Fuck ex  Fuck ex  
 Fuck ex  Middle fingers  
 Fuck ex   Boutta turn bitch  
 Fuck ex 
 Fuck ex  drop  
 Fuck ex  Drop couple names  
 Fuck ex  want fame  
 Fuck ex  Yeah  pussy niggas turnin   
 Fuck ex  whip  clownin   yeah  
 Fuck ex  Fuck ex  
 Fuck ex  Yeah  fuck ex  
 Fuck ex  Fuck ex  
 Fuck ex  Woah  woah  woah  
 Fuck ex  let  
 Fuck ex  Payback bitch  
 fuck ex  ai shit  
 Fuck ex  popped  said shit  
 Fuck ex  posted shit  know ass  
 Fuck ex  Fuck ex  

  
 Lyin  
 Lyin  face 
 Thought shown little grace 
 expect place know damn place  
 Treatin  like dumb somethin 
 Like runnin  somethin 
 Like dropped head somethin 
 Fuck ex  ayy  ayy  yeah  yeah  yeah  yeah 
 Fuck ex  yeah  right  right  right5Embed"
Scared To Start,Michael Marcagi,73,,Scared To Start,0.9,"{'danceability': 0.527, 'energy': 0.551, 'key': 7, 'loudness': -11.258, 'mode': 1, 'speechiness': 0.0345, 'acousticness': 0.384, 'instrumentalness': 2.75e-06, 'liveness': 0.403, 'valence': 0.443, 'tempo': 148.035, 'type': 'audio_features', 'id': '3Pbp7cUCx4d3OAkZSCoNvn', 'uri': 'spotify:track:3Pbp7cUCx4d3OAkZSCoNvn', 'track_href': 'https://api.spotify.com/v1/tracks/3Pbp7cUCx4d3OAkZSCoNvn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Pbp7cUCx4d3OAkZSCoNvn', 'duration_ms': 159636, 'time_signature': 4}","
 wearing old dress  walking 
 Waiting turn 
 wo believe 
 fall knees 
 fell asleep listening friends 
 Talking world ends 
 wakes 
 climbs seat 

  
 said 
  wait try 
 scared find  
 wanna broken heart  
 scared start   

  
 Let lay dead grass  stare stars 
 Run away live cars bars 
 Let leave 
 Cause left 
 wrong  let right 
 leave  night 
 Cause 
 find like 
 like 
 said 
  wait try 
 scared find  
 wanna broken heart  
 scared start   

  
 need paycheck  need rent 
 cause spent 
 burn  long burn bright 

  
 said 
  wait try 
 scared find  
 wanna broken heart  
 heal scars  
 far  
 scared startEmbed"
Training Season,Dua Lipa,88,"dance pop, pop, uk pop",Training Season,0.91,"{'danceability': 0.815, 'energy': 0.582, 'key': 5, 'loudness': -4.5, 'mode': 0, 'speechiness': 0.0532, 'acousticness': 0.0365, 'instrumentalness': 1.45e-06, 'liveness': 0.138, 'valence': 0.671, 'tempo': 123.03, 'type': 'audio_features', 'id': '6Qb7YsAqH4wWFUMbGsCpap', 'uri': 'spotify:track:6Qb7YsAqH4wWFUMbGsCpap', 'track_href': 'https://api.spotify.com/v1/tracks/6Qb7YsAqH4wWFUMbGsCpap', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Qb7YsAqH4wWFUMbGsCpap', 'duration_ms': 209488, 'time_signature': 4}","
 
 heart  
 poison drawn  
 hard tell difference late night 
 Play fair 
 compass nature  
 tricky  Cause 
  baby  need learn lesson twice 

  
 wanna 
 know 

  
 Need hold close 
 Deeper known 
 love feels like rodeo 
 Knows control 
 vulnerable 
 straight talking soul 
 Convеrsation overload 
 Got feeling vertigo 

  
 Arе somebody  
 Cause wanna ya 
 ai  let know  yeah 
 Cause training season 
  Training season  
 Dua Lipa LiveGet tickets low  108You like 
 tried 
 lovers good light 
 wanna nice 
 wanna teach love right 
 hope 
 hits like arrow 
 potential 
 ask  

  
 understands 

  
 Need hold close 
 Deeper known 
 love feels like rodeo 
 Knows control 
 vulnerable 
 straight talking soul 
 Conversation overload 
 Got feeling vertigo 

  
 somebody  
 Cause wanna ya 
 ai  let know  yeah 
 Cause training season 
  
 compete  time 
 Run hear whistle blow 
 team stuck sidelines 
 Waiting tell  
 tell 

  
 know 

  
 Need hold close 
 Deeper known 
 love feels like rodeo 
 Knows control 
 vulnerable 
 straight talking soul  ai  let know  yeah  
 Conversation overload 

  
 Cause training season 
 Cause training season  Training season  
 Training season over3Embed"
Murder On The Dancefloor,Sophie Ellis-Bextor,73,"dance pop, europop, new wave pop",Read My Lips,0.9,"{'danceability': 0.73, 'energy': 0.849, 'key': 1, 'loudness': -5.281, 'mode': 0, 'speechiness': 0.0299, 'acousticness': 0.00234, 'instrumentalness': 2.6e-05, 'liveness': 0.312, 'valence': 0.887, 'tempo': 117.31, 'type': 'audio_features', 'id': '4tKGFmENO69tZR9ahgZu48', 'uri': 'spotify:track:4tKGFmENO69tZR9ahgZu48', 'track_href': 'https://api.spotify.com/v1/tracks/4tKGFmENO69tZR9ahgZu48', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4tKGFmENO69tZR9ahgZu48', 'duration_ms': 230013, 'time_signature': 4}","
  Murder  murder  murder   
 murder dancefloor 
 better kill groove 
 DJ  gon na burn goddamn house right 

  
 Oh  know  know  know  know  know  know  know 
 kind 
       
 play 

  
 think getting away  prove wrong 
 way  boy  come 
 Hear  hey 

  
 murder dancefloor 
 better kill groove  hey  hey  hey  hey 
 murder dancefloor 
 better steal moves 
 DJ  gon na burn goddamn house right 

  
 Oh  know  know  know  know  know  know  know 
 know 
       
 pray 
 Sophie Ellis  Bextor LiveGet tickets low  96You like 
 think getting away  prove wrong 
 way  stay song 
 blow away  hey 

  
 murder dancefloor 
 better kill groove  hey  hey  hey  hey 
 murder dancefloor 
 better steal moves 
 DJ  gon na turn house 
 Murder dancefloor  dancefloor  
 better kill groove  hey  hey  hey  hey 
 murder dancefloor  dancefloor  
 better steal moves 
 DJ  gon na burn goddamn house right 

  

  
 think away  prove wrong 
 way  boy  come 
 Hear  hey 

  
 murder dancefloor 
 better kill groove 
 murder dancefloor 
 better steal moves 
 DJ  gon na burn goddamn house right 
 murder dancefloor 
 better kill groove  hey  hey  hey  hey 
 murder dancefloor 
 better steal moves 
 DJ  gon na burn goddamn house right 
 murder dancefloor  dancefloor  
 better kill groove  hey  hey  hey  hey 
 murder dancefloor  dancefloor  
 better steal moves 
 DJ  gon na burn goddamn house right 
 Oh  know  know  know  know  know  know  know  dancefloor  
 better kill groove10Embed"
ONE CALL,Rich Amiri,74,rage rap,ONE CALL,0.84,"{'danceability': 0.65, 'energy': 0.539, 'key': 1, 'loudness': -7.281, 'mode': 1, 'speechiness': 0.0561, 'acousticness': 0.00617, 'instrumentalness': 2.67e-05, 'liveness': 0.114, 'valence': 0.253, 'tempo': 158.105, 'type': 'audio_features', 'id': '6et5HwX6nTYddg7hDGAxug', 'uri': 'spotify:track:6et5HwX6nTYddg7hDGAxug', 'track_href': 'https://api.spotify.com/v1/tracks/6et5HwX6nTYddg7hDGAxug', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6et5HwX6nTYddg7hDGAxug', 'duration_ms': 121399, 'time_signature': 4}","
 trust soul  trust 
 Threw pills  trust body 
 shoppin   took Chrome probably 
 took  got dome 
 hit ho  boyfriend book  ah 
 rockin  white gold  look like got mob ties 
 Water comin   drought 
 Fuck opposition  hit strip air 

  
 Pay attention  Pay attention   pay attention  Pay attention  
 Pay attention  finna   
 movin   whippin  chickens  Whippin  chickens  
 stay  stack racks  spend em  Stack racks  
 Forgiatos  Panoramas smooth spinnin  
 Extra green pocket look like spinach 
 gold mouth  hate thе dentist 
 Gon  pour lines thеn finished 
 said   Better late  better late  
 Yeah  better late  better late 
 said   Better late  better late  
 Yeah  better late  better late 
 Yeah  black bitch  Wet Throat  
 ai pop  left Loews 
 wo way  run em 
 like 
 trust soul  trust 
 Threw pills  trust body 
 shoppin   took Chrome probably 
 took  got dome 
 hit ho  boyfriend book  ah 
 rockin  white gold  look like got mob ties 
 Water comin   drought 
 Fuck opposition  hit strip air 

  
 said   Better late  better late  
 Yeah  better late  better late 
 said   Better late  better late  
 Yeah  better late  better late never1Embed"
